sift_keypoints,sift_avg_response,sift_max_response,sift_avg_size,sift_desc_0,sift_desc_1,sift_desc_2,sift_desc_3,sift_desc_4,sift_desc_5,sift_desc_6,sift_desc_7,sift_desc_8,sift_desc_9,sift_desc_10,sift_desc_11,sift_desc_12,sift_desc_13,sift_desc_14,sift_desc_15,sift_desc_16,sift_desc_17,sift_desc_18,sift_desc_19,sift_desc_20,sift_desc_21,sift_desc_22,sift_desc_23,sift_desc_24,sift_desc_25,sift_desc_26,sift_desc_27,sift_desc_28,sift_desc_29,sift_desc_30,sift_desc_31,gaussian_mean_sigma1,gaussian_mean_sigma3,gaussian_mean_sigma5,gaussian_std_sigma1,gaussian_std_sigma3,gaussian_std_sigma5,harris_mean,harris_std,harris_max,harris_corner_count,B_mean,B_std,B_median,B_range,G_mean,G_std,G_median,G_range,R_mean,R_std,R_median,R_range,H_mean,H_std,H_median,H_range,S_mean,S_std,S_median,S_range,V_mean,V_std,V_median,V_range,glcm_contrast_dist1_angle0,glcm_contrast_dist1_angle45,glcm_contrast_dist1_angle90,glcm_contrast_dist1_angle135,glcm_contrast_dist3_angle0,glcm_contrast_dist3_angle45,glcm_contrast_dist3_angle90,glcm_contrast_dist3_angle135,glcm_dissimilarity_dist1_angle0,glcm_dissimilarity_dist1_angle45,glcm_dissimilarity_dist1_angle90,glcm_dissimilarity_dist1_angle135,glcm_dissimilarity_dist3_angle0,glcm_dissimilarity_dist3_angle45,glcm_dissimilarity_dist3_angle90,glcm_dissimilarity_dist3_angle135,glcm_homogeneity_dist1_angle0,glcm_homogeneity_dist1_angle45,glcm_homogeneity_dist1_angle90,glcm_homogeneity_dist1_angle135,glcm_homogeneity_dist3_angle0,glcm_homogeneity_dist3_angle45,glcm_homogeneity_dist3_angle90,glcm_homogeneity_dist3_angle135,glcm_energy_dist1_angle0,glcm_energy_dist1_angle45,glcm_energy_dist1_angle90,glcm_energy_dist1_angle135,glcm_energy_dist3_angle0,glcm_energy_dist3_angle45,glcm_energy_dist3_angle90,glcm_energy_dist3_angle135,glcm_correlation_dist1_angle0,glcm_correlation_dist1_angle45,glcm_correlation_dist1_angle90,glcm_correlation_dist1_angle135,glcm_correlation_dist3_angle0,glcm_correlation_dist3_angle45,glcm_correlation_dist3_angle90,glcm_correlation_dist3_angle135,hu_moment_0,hu_moment_1,hu_moment_2,hu_moment_3,hu_moment_4,hu_moment_5,hu_moment_6,fruit_type
722.0,0.03380194438848428,0.07403484731912613,4.286812090312345,22.90581703186035,23.134349822998047,51.11219024658203,23.73130226135254,50.159278869628906,21.98199462890625,21.567867279052734,19.34487533569336,30.770082473754883,27.236841201782227,88.07064056396484,31.548477172851562,84.22991943359375,34.54570770263672,29.682825088500977,28.538780212402344,30.29778480529785,25.547090530395508,86.7991714477539,31.239612579345703,83.716064453125,35.40997314453125,28.72576141357422,28.771467208862305,21.6842098236084,19.108034133911133,50.70914077758789,22.0,48.83933639526367,21.894737243652344,21.875347137451172,21.711912155151367,95.53703308105469,43.463407383486846,95.529541015625,38.03478552324305,95.52725219726562,34.682310485866665,114225.3828125,1384997.125,43999992.0,6171.0,46.361236572265625,38.18999288717978,41.0,102.0,91.0594482421875,56.58236017088774,122.0,141.0,122.78512573242188,38.92296722544566,128.0,104.0,16.708709716796875,9.702223303524729,23.0,21.0,170.67755126953125,38.79409545595704,173.0,104.0,122.78512573242188,38.92296722544566,128.0,104.0,818.6202818627451,949.9037600922721,602.6408088235294,891.1235371011148,1607.0113636363637,1481.5882571765144,1280.1979990118577,1383.6214892429787,10.889859068627452,12.493379469434831,8.419791666666667,11.795371011149559,20.280879446640316,18.72227044454089,16.342700098814227,17.631378262756527,0.8440617359320677,0.8224628393187079,0.8755963294730189,0.8316266274192723,0.7200475579704106,0.7413156802374995,0.7724388056947182,0.7548290925560235,0.5342449064723561,0.5242073848301303,0.5505715364950222,0.5291351495660035,0.4778672722918806,0.48745854449815,0.5028402185980186,0.49479806620266914,0.8280299317667252,0.8003907244351153,0.8733208804348495,0.8127425838778735,0.6625324732804393,0.6887328041361398,0.7308508370879118,0.7093146634987603,0.4738267309521473,2.4757405583627166,2.054211683715779,3.0912483922489677,-6.682977073333758,4.462287251880964,5.665977160671744, Apple
98.0,0.03860240182554235,0.057338736951351166,5.8649275144752195,17.316326141357422,27.03061294555664,62.54081726074219,46.56122589111328,86.23469543457031,20.163265228271484,25.918367385864258,8.785714149475098,23.275510787963867,30.683673858642578,94.63265228271484,58.17346954345703,110.41836547851562,26.071428298950195,38.84693908691406,9.163265228271484,21.367347717285156,34.35714340209961,95.2244873046875,56.132652282714844,109.34693908691406,28.459182739257812,37.091835021972656,9.13265323638916,16.979591369628906,27.26530647277832,69.2959213256836,37.56122589111328,78.26530456542969,20.755102157592773,23.724489212036133,11.26530647277832,162.95347595214844,28.521319836999425,162.95262145996094,25.89093850284542,162.95159912109375,24.01050797655937,-15922.462890625,411827.75,13058768.0,1049.0,148.2210235595703,52.13953772865458,105.0,107.0,172.97164916992188,25.047675282363958,180.0,75.0,149.8101043701172,58.80322500569718,133.0,179.0,67.90975952148438,35.425649731545235,88.0,75.0,119.11427307128906,34.07181441799826,143.0,88.0,193.49072265625,33.6058704423603,201.0,104.0,140.4612132352941,126.72359861591698,143.9205882352941,240.78782006920412,365.6283349802372,220.14539029078057,376.94892539525694,429.66727633455264,1.6119485294117648,1.4572549019607843,1.6604779411764707,2.7622606689734717,4.189661561264822,2.531837063674127,4.330842391304348,4.921848843697687,0.9755221935730966,0.9778314577836571,0.9742450307376475,0.9579925560310195,0.9360501379897453,0.9610315017618698,0.9337733879243111,0.9254797968151749,0.6190633514082764,0.6197951056735719,0.6184115260644463,0.6099938800173696,0.5986631085778279,0.6104552900531733,0.5978869949977982,0.5934505350342953,0.9240694799829454,0.9315992474751508,0.922085361346763,0.8700315626178655,0.8035209782116371,0.8816914723675146,0.7964850395881684,0.7690921314870248,0.7542381773255585,2.8608162165450017,3.2998579789743205,5.2627244236484785,10.185027340839438,-7.084796706476998,9.555665704170224,Banana
308.0,0.03108632025708045,0.06366016715765,5.678993177878392,19.574674606323242,23.558441162109375,43.977272033691406,27.555194854736328,53.90909194946289,19.240259170532227,19.483766555786133,9.685065269470215,23.938312530517578,29.493507385253906,76.61688232421875,32.17207717895508,98.0064926147461,21.061687469482422,29.266233444213867,14.626623153686523,22.834415435791016,25.81818199157715,76.75325012207031,30.188312530517578,96.70130157470703,19.93181800842285,29.811687469482422,14.331169128417969,19.12986946105957,18.587661743164062,43.27597427368164,24.0,56.68831253051758,15.347402572631836,22.509740829467773,10.360389709472656,225.5926513671875,45.63054022122035,225.59605407714844,43.21691993742653,225.59922790527344,41.48168480877757,-19297.892578125,604474.0625,32282076.0,1438.0,194.31643676757812,91.52058251975097,253.0,231.0,231.24810791015625,38.93219472640757,254.0,110.0,225.99026489257812,47.832736058794104,254.0,135.0,31.31927490234375,2.177234184230853,30.0,6.0,54.411834716796875,83.81339231749095,1.0,215.0,231.24810791015625,38.93219472640757,254.0,110.0,189.8828737745098,262.0081507112649,188.88627450980394,250.77868512110723,498.09489253952574,480.8055986111972,503.5256299407115,460.8368466736933,2.6417585784313724,3.57118031526336,2.596078431372549,3.4009688581314883,6.492434535573122,6.270599541199082,6.396553853754941,5.981306962613925,0.9619568340933181,0.9491382853095212,0.9628757044632125,0.9517827630359794,0.9101443039867849,0.9130787291762256,0.9128609055797643,0.917479651272177,0.7196354162036299,0.7144689961236883,0.719803662485148,0.7160285590892509,0.7033993359453328,0.7019665334559834,0.7026879882536617,0.7046687867530638,0.957555894199983,0.9415793712963054,0.9577786618661266,0.9440832340120365,0.8892167865719522,0.8933251193782098,0.8880089152414119,0.8977555258361472,0.7781512503836436,32.49764125268681,33.04514915181161,33.99939166125093,67.5216620677822,-50.248212287594335,,Grapes
520.0,0.025995996739500416,0.06550854444503784,4.390799480905899,25.569231033325195,23.688461303710938,58.79807662963867,22.32115364074707,61.153846740722656,23.548076629638672,28.134614944458008,22.2269229888916,33.69422912597656,31.832693099975586,89.83846282958984,33.15961456298828,93.16345977783203,32.06153869628906,38.028846740722656,32.001922607421875,35.07500076293945,30.794231414794922,89.484619140625,32.73269271850586,91.80192565917969,31.009614944458008,39.21923065185547,31.826923370361328,26.646154403686523,22.532691955566406,56.875,22.603845596313477,62.59423065185547,20.440383911132812,32.16538619995117,22.524999618530273,85.3223876953125,38.37340561582622,85.33193969726562,34.54827400099078,85.3465576171875,31.80680726885806,86647.890625,765364.375,33057824.0,5597.0,64.33587646484375,37.929342068308266,73.0,118.0,84.80641174316406,43.51227597108079,99.0,133.0,95.63606262207031,44.410307038346616,117.0,130.0,19.98809814453125,2.4589361795091187,20.0,8.0,89.60087585449219,16.89397944805419,96.0,51.0,95.63606262207031,44.410307038346616,117.0,130.0,559.4330116421568,804.9446674356016,758.0396446078431,807.6236063052673,901.7894176136363,1059.9039153078306,1187.204174901186,1078.6388027776056,8.67550551470588,12.083613994617455,11.410294117647059,12.133963860053827,13.251219738142291,15.422143344286692,16.834053853754945,15.691533883067766,0.8566467663572407,0.8032594063326565,0.8141809259131964,0.8027056899468422,0.787258951874956,0.7534384096620237,0.7352417020506055,0.7493010436253894,0.5538916260653862,0.5260329334646465,0.5319377174801323,0.5261308571305394,0.5188214552075131,0.5021898588470884,0.4945342404521774,0.5005048227072175,0.850472323635173,0.785107120188297,0.7973431375804902,0.7843919345217146,0.7597298726441345,0.7178192915064862,0.6833947820425385,0.7128314584176428,0.6699671003430178,1.8004260735767572,3.0020092044334903,3.5797802329036212,6.873002289110869,4.511295038614885,7.8567850515799105,Guava
424.0,0.026213510884499212,0.061120059341192245,4.922006346988228,22.101415634155273,20.316038131713867,65.80660247802734,17.941038131713867,64.93631744384766,17.537734985351562,22.799528121948242,21.07311248779297,32.03773498535156,26.27122688293457,94.66273498535156,27.625,95.9339599609375,27.653301239013672,32.54716873168945,29.745283126831055,32.367923736572266,26.910377502441406,94.04244995117188,27.971698760986328,93.91509246826172,27.38679313659668,33.46226501464844,28.077829360961914,22.169811248779297,18.30188751220703,59.391510009765625,16.41745376586914,59.9198112487793,18.183961868286133,24.75235939025879,21.48820686340332,153.49722290039062,39.65524216056571,153.51522827148438,35.92956068938457,153.52708435058594,32.838918383945085,-3321.263671875,305543.65625,9399642.0,4653.0,86.68771362304688,57.622243521145336,84.0,150.0,173.25399780273438,36.796644429465985,182.0,94.0,140.72621154785156,46.7346770793864,147.0,121.0,41.059417724609375,0.7692895736097978,41.0,2.0,139.84857177734375,59.92884081220782,137.0,156.0,173.25399780273438,36.796644429465985,182.0,94.0,238.0176776960785,379.78491349480964,309.4441176470588,365.20289119569395,594.5727519762844,658.4405263810528,711.4402328310276,616.8097061194122,4.233854166666668,6.579100346020761,5.418014705882353,6.33913110342176,9.906620553359682,10.784627069254137,11.688009510869565,10.26807303614607,0.9234329379673369,0.8824389582599574,0.9027597022635239,0.8870198234341927,0.827209453125615,0.813286430233072,0.797482299243416,0.8212968899489916,0.5407937350957158,0.5183807973959048,0.5293710561932001,0.5206434705111673,0.4894385533344745,0.4826777718184707,0.4749044392481985,0.486338038505811,0.9331408566555471,0.8932971979269361,0.9130367230708898,0.897394102737845,0.8330407901226349,0.8150277868265083,0.7999729361387037,0.8267229128880034,0.6263655990643043,1.6418515345673113,2.6394785008938055,3.497309968656851,6.587920014746234,4.3649933885360035,-7.071763484164698,Hog Pulm
1660.0,0.028230520466858724,0.06692858785390854,2.4876508765910046,33.237953186035156,31.681325912475586,45.125301361083984,42.29698944091797,46.80662536621094,41.583736419677734,35.71626663208008,31.21807289123535,38.72590255737305,44.58915710449219,72.34577941894531,49.410240173339844,70.78313446044922,56.60240936279297,43.79999923706055,45.537349700927734,39.17951965332031,44.28192901611328,71.84337615966797,50.00783157348633,70.8795166015625,55.70361328125,41.81747055053711,45.33795166015625,32.586143493652344,32.14457702636719,44.543373107910156,41.7777099609375,47.81325149536133,38.89216995239258,34.571083068847656,31.609638214111328,176.31324768066406,69.26688158181562,176.29592895507812,67.63014872908383,176.28952026367188,66.28883814258828,120571.6953125,790826.5,55784512.0,6505.0,141.59060668945312,100.83432423168144,78.0,220.0,181.32972717285156,67.70371345078247,160.0,155.0,179.79124450683594,68.79291063822379,156.0,157.0,30.539413452148438,0.49844415914898915,31.0,1.0,85.36468505859375,79.72712059103681,131.0,176.0,181.32972717285156,67.70371345078247,160.0,155.0,440.2138939950982,618.2661284121493,504.56862745098033,686.923321799308,945.052186264822,961.1320757641518,1107.112648221344,1067.7750790501582,6.694837622549022,9.279861591695502,7.593995098039216,10.280061514801998,13.69151432806324,14.014523529047057,16.029829545454547,15.414300328600662,0.8960125580730871,0.857090446082682,0.8829181699117983,0.8417924503007848,0.7920473395305996,0.7875620802411083,0.7583653322842353,0.7672774014624109,0.559205826625553,0.546260594103147,0.5546870368662137,0.5423054229919015,0.5304124406133267,0.5273740527669414,0.5227599661946113,0.5238308350647445,0.9571850214541829,0.939851673322952,0.9509234872978815,0.9331723242420218,0.9080717610635679,0.9064533373577959,0.8922556184923123,0.8960738096080683,0.3181620665833357,0.8842811055375973,1.644095182200856,2.3720585938851384,-4.4838126509021725,-3.0076954413367436,4.590451031312252,Jackfruit
188.0,0.033132851212979,0.08079950511455536,4.598304686394144,21.473403930664062,26.244680404663086,59.76595687866211,32.25531768798828,83.56382751464844,15.409574508666992,31.71808433532715,12.18617057800293,30.351064682006836,31.909574508666992,87.30850982666016,42.98936080932617,111.88298034667969,24.787233352661133,41.63829803466797,20.46808433532715,32.40425491333008,33.15957260131836,84.9521255493164,43.59574508666992,111.11170196533203,24.851064682006836,41.11701965332031,21.17021369934082,22.558509826660156,24.5744686126709,57.1010627746582,32.82978820800781,75.17552947998047,16.117021560668945,31.914894104003906,13.872340202331543,228.2248992919922,45.545758088480206,228.22825622558594,43.667890044027075,228.2303009033203,42.05777709537073,4180.55810546875,593718.8125,26569316.0,2426.0,223.35247802734375,54.848700719944325,249.0,166.0,223.0789794921875,58.14456985351901,250.0,179.0,239.8416748046875,22.76138229442232,250.0,73.0,41.66656494140625,45.41753682916002,30.0,177.0,23.3624267578125,48.743721995294905,1.0,152.0,239.8416748046875,22.76138229442232,250.0,73.0,247.31372549019608,269.5786543637063,199.33370098039217,303.0509496347559,493.806324110672,410.10130820261645,420.06299407114625,477.3116746233493,3.4196078431372547,3.743606305267204,2.8398897058823525,4.051364859669358,6.021739130434783,5.288238576477154,5.33683300395257,5.866699733399466,0.9510829370342899,0.9463861100627574,0.9586335532645803,0.9432492803548012,0.9208407289915014,0.9278311935163496,0.9277105846766474,0.9225152002324639,0.8110107013199079,0.8093084359727912,0.8130948180226777,0.8079101361196545,0.7985674213599535,0.8015023319504492,0.8022073948346042,0.7983860938395468,0.9446379514759429,0.9398391215172834,0.9553784489547311,0.9323692322818311,0.8901408994341159,0.9090413390067671,0.9065468778821754,0.8941343762338666,0.7781512503836436,32.49764125268681,33.04514915181161,33.99939166125093,67.5216620677822,-50.248212287594335,,Lichi
302.0,0.02965085253440189,0.06240677461028099,5.434707482524265,12.85761547088623,25.552980422973633,47.08278274536133,41.20861053466797,78.55628967285156,14.284768104553223,27.430463790893555,5.2284770011901855,16.493377685546875,39.53973388671875,74.80132293701172,56.8178825378418,116.31787872314453,12.380794525146484,40.245033264160156,3.5198676586151123,14.543045997619629,40.092716217041016,72.97682189941406,58.26490020751953,120.35099029541016,11.983443260192871,38.119205474853516,2.860927104949951,11.20529842376709,31.38741683959961,48.688743591308594,48.3178825378418,84.12914276123047,15.397351264953613,26.122516632080078,3.536423921585083,158.87701416015625,33.729087111190715,158.8842010498047,28.691691626007742,158.88441467285156,24.132255907063143,-21458.763671875,264194.625,7762281.0,2650.0,15.269317626953125,6.349624146740879,20.0,14.0,153.1284637451172,40.92318330133217,180.0,133.0,224.86337280273438,39.14404080031769,247.0,138.0,19.142807006835938,2.7983925407488623,21.0,9.0,237.85984802246094,5.3314369862384146,234.0,12.0,224.86337280273438,39.14404080031769,247.0,138.0,240.73688725490197,268.63437139561705,190.54710477941177,344.3562937331796,667.4023437500002,506.39596379192756,549.7230268033597,647.8992807985616,3.946323529411765,4.482491349480969,3.1695925245098033,5.604705882352941,10.421890439723322,8.178374356748712,8.677572257905139,10.186310372620746,0.9319320592149167,0.9210892103153121,0.9444589255481308,0.9036700497332977,0.8246177461843169,0.8584570039666167,0.8521694177206459,0.8279150385095779,0.6714843135378246,0.6649726308703006,0.6757738770347651,0.6588961370006089,0.6272065871385542,0.6374996991487252,0.6344364153815878,0.6277368975256463,0.9086636917555462,0.8981313254801591,0.9277720329453032,0.8694099977036329,0.7464987706955157,0.808008632533666,0.7919079685445569,0.7543079931358259,0.38014091383330306,0.866268171016824,2.9778344546231237,3.5313376824394505,6.835774656316283,4.163648240124186,7.129913197097184,Mango
443.0,0.03470430130025469,0.06590650230646133,4.315189098127808,23.979684829711914,19.451467514038086,68.7110595703125,20.009029388427734,66.90518951416016,20.47629737854004,21.647855758666992,21.80812644958496,31.686229705810547,26.474040985107422,96.50790405273438,31.097064971923828,99.22122192382812,29.101579666137695,31.8442440032959,27.024829864501953,33.291194915771484,27.306997299194336,96.93228149414062,31.69751739501953,98.92324829101562,28.693002700805664,30.311511993408203,25.200902938842773,26.896162033081055,21.343114852905273,65.55304718017578,20.679458618164062,62.08126449584961,20.151241302490234,20.471782684326172,21.187358856201172,139.67572021484375,49.20421139533642,139.68772888183594,44.82754674661608,139.69403076171875,41.576634019009,-62232.16796875,1004052.5625,38945424.0,2838.0,87.25956726074219,61.30577885846974,46.0,135.0,130.2550506591797,52.380367588973435,112.0,128.0,179.005859375,56.82609474346029,204.0,136.0,15.349395751953125,2.331254241601688,15.0,6.0,138.85931396484375,59.58133234071054,170.0,132.0,179.005859375,56.82609474346029,204.0,136.0,360.08210784313724,551.7125720876586,357.03678002450977,476.24281430219145,982.6755187747035,1017.9877859755718,1011.0734776432806,878.274536549073,5.115931372549019,7.3124183006535945,4.945266544117647,6.5757324106113035,11.849678853754941,12.218922437844872,12.163491230237156,11.043834087668174,0.9247566786273178,0.8968161639671475,0.9283555153698646,0.9048886545885353,0.8430414120635041,0.8387863977176822,0.8392901796457053,0.8494336990898437,0.5427791195370827,0.5281913129350603,0.5453391752668509,0.5325148062405092,0.4990505028131157,0.4980281348011124,0.49922951738306104,0.5037463910947066,0.9337692957274947,0.8984387265074827,0.9343105948075198,0.9123301066949684,0.8190569355129815,0.8123510888136315,0.81369924008822,0.8380946615725174,0.47248629638774664,1.3098374571400218,1.8611963992182914,2.7143246965783177,5.985976753742628,4.776540684394157,5.004436612148671,Orange
809.0,0.03269619390262551,0.06466196477413177,4.290741675421688,24.5191593170166,28.740419387817383,53.406673431396484,31.873918533325195,63.68355941772461,21.149566650390625,26.750308990478516,18.548826217651367,30.336217880249023,38.950557708740234,83.1767578125,41.21137237548828,94.87020874023438,25.438814163208008,36.02595901489258,24.923362731933594,28.38071632385254,38.271942138671875,82.28924560546875,40.55129623413086,96.01235961914062,24.630407333374023,36.735477447509766,25.11866569519043,21.48578453063965,28.259580612182617,49.75648880004883,30.433868408203125,63.36341094970703,20.87639045715332,27.810876846313477,18.24227523803711,93.42269897460938,44.32977903142877,93.43437194824219,37.30430704439285,93.44882202148438,32.619864773416815,45693.05078125,1060372.375,22752790.0,10131.0,20.95513916015625,11.852351776419802,23.0,29.0,87.3526611328125,50.12925451715511,87.0,126.0,132.5060577392578,67.63483458643381,132.0,170.0,16.443023681640625,2.805088026402195,16.0,7.0,215.06390380859375,18.307741710479263,227.0,40.0,132.5060577392578,67.63483458643381,132.0,170.0,939.2074295343137,1112.728827374087,753.5325520833334,1118.9911880046136,1874.078016921937,1725.7630975261955,1529.6621170948617,1751.0163990327978,13.234359681372549,15.56509034986544,10.921614583333334,15.448735101883887,23.866214797430832,22.691363382726767,20.34461462450593,22.821656643313286,0.8043354980656375,0.7714336438158957,0.8360073435473798,0.7746315603596565,0.6699101841581165,0.6798413578489371,0.7103704046623067,0.6795313344206202,0.4750241039462737,0.4608133956177581,0.4905755135260444,0.4615211963376343,0.4172750339063728,0.4234844718955755,0.4342268120071134,0.42218402571058194,0.8160102594346585,0.7819578939158209,0.8523868667668559,0.7807277576268017,0.632853757915806,0.6616484294652709,0.7001211090854466,0.6566877582417749,0.7457611209409764,2.6782719869516787,5.027937120467958,5.79354692734269,11.79822660135733,7.252104821361814,11.21885575920785,Papaya
